"ROW.NUM","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","OPTIONAL.CCS.CATEGORY","OPTIONAL.CCS.CATEGORY.DESCRIPTION","ICD9.CODE.FRMT"
"296","01640","1    ","Tuberculosis","TB EPIDIDYMIS-UNSPEC"," "," ","016.40"
"297","01641","1    ","Tuberculosis","TB EPIDIDYMIS-NO EXAM"," "," ","016.41"
"298","01642","1    ","Tuberculosis","TB EPIDIDYMIS-EXAM UNKN"," "," ","016.42"
"299","01643","1    ","Tuberculosis","TB EPIDIDYMIS-MICRO DX"," "," ","016.43"
"300","01644","1    ","Tuberculosis","TB EPIDIDYMIS-CULT DX"," "," ","016.44"
"301","01645","1    ","Tuberculosis","TB EPIDIDYMIS-HISTO DX"," "," ","016.45"
"302","01646","1    ","Tuberculosis","TB EPIDIDYMIS-OTH TEST"," "," ","016.46"
"303","01650","1    ","Tuberculosis","TB MALE GENIT NEC-UNSPEC"," "," ","016.50"
"304","01651","1    ","Tuberculosis","TB MALE GEN NEC-NO EXAM"," "," ","016.51"
"305","01652","1    ","Tuberculosis","TB MALE GEN NEC-EX UNKN"," "," ","016.52"
"306","01653","1    ","Tuberculosis","TB MALE GEN NEC-MICRO DX"," "," ","016.53"
"307","01654","1    ","Tuberculosis","TB MALE GEN NEC-CULT DX"," "," ","016.54"
"308","01655","1    ","Tuberculosis","TB MALE GEN NEC-HISTO DX"," "," ","016.55"
"309","01656","1    ","Tuberculosis","TB MALE GEN NEC-OTH TEST"," "," ","016.56"
"310","01660","1    ","Tuberculosis","TB OVARY & TUBE-UNSPEC"," "," ","016.60"
"311","01661","1    ","Tuberculosis","TB OVARY & TUBE-NO EXAM"," "," ","016.61"
"312","01662","1    ","Tuberculosis","TB OVARY/TUBE-EXAM UNKN"," "," ","016.62"
"313","01663","1    ","Tuberculosis","TB OVARY & TUBE-MICRO DX"," "," ","016.63"
"314","01664","1    ","Tuberculosis","TB OVARY & TUBE-CULT DX"," "," ","016.64"
"315","01665","1    ","Tuberculosis","TB OVARY & TUBE-HISTO DX"," "," ","016.65"
"316","01666","1    ","Tuberculosis","TB OVARY & TUBE-OTH TEST"," "," ","016.66"
"317","01670","1    ","Tuberculosis","TB FEMALE GEN NEC-UNSPEC"," "," ","016.70"
"318","01671","1    ","Tuberculosis","TB FEM GEN NEC-NO EXAM"," "," ","016.71"
"319","01672","1    ","Tuberculosis","TB FEM GEN NEC-EXAM UNKN"," "," ","016.72"
"320","01673","1    ","Tuberculosis","TB FEM GEN NEC-MICRO DX"," "," ","016.73"
"321","01674","1    ","Tuberculosis","TB FEM GEN NEC-CULT DX"," "," ","016.74"
"322","01675","1    ","Tuberculosis","TB FEM GEN NEC-HISTO DX"," "," ","016.75"
"323","01676","1    ","Tuberculosis","TB FEM GEN NEC-OTH TEST"," "," ","016.76"
"324","01690","1    ","Tuberculosis","GU TB NOS-UNSPEC"," "," ","016.90"
"325","01691","1    ","Tuberculosis","GU TB NOS-NO EXAM"," "," ","016.91"
"326","01692","1    ","Tuberculosis","GU TB NOS-EXAM UNKN"," "," ","016.92"
"327","01693","1    ","Tuberculosis","GU TB NOS-MICRO DX"," "," ","016.93"
"328","01694","1    ","Tuberculosis","GU TB NOS-CULT DX"," "," ","016.94"
"329","01695","1    ","Tuberculosis","GU TB NOS-HISTO DX"," "," ","016.95"
"330","01696","1    ","Tuberculosis","GU TB NOS-OTH TEST"," "," ","016.96"
"331","01700","1    ","Tuberculosis","TB SKIN/SUBCUTAN-UNSPEC"," "," ","017.00"
"332","01701","1    ","Tuberculosis","TB SKIN/SUBCUT-NO EXAM"," "," ","017.01"
"333","01702","1    ","Tuberculosis","TB SKIN/SUBCUT-EXAM UNKN"," "," ","017.02"
"334","01703","1    ","Tuberculosis","TB SKIN/SUBCUT-MICRO DX"," "," ","017.03"
"335","01704","1    ","Tuberculosis","TB SKIN/SUBCUT-CULT DX"," "," ","017.04"
"336","01705","1    ","Tuberculosis","TB SKIN/SUBCUT-HISTO DX"," "," ","017.05"
"337","01706","1    ","Tuberculosis","TB SKIN/SUBCUT-OTH TEST"," "," ","017.06"
"338","01710","1    ","Tuberculosis","ERYTHEMA NODOS TB-UNSPEC"," "," ","017.10"
"339","01711","1    ","Tuberculosis","ERYTHEM NODOS TB-NO EXAM"," "," ","017.11"
"340","01712","1    ","Tuberculosis","ERYTHEM NOD TB-EXAM UNKN"," "," ","017.12"
"341","01713","1    ","Tuberculosis","ERYTHEM NOD TB-MICRO DX"," "," ","017.13"
"342","01714","1    ","Tuberculosis","ERYTHEM NODOS TB-CULT DX"," "," ","017.14"
"343","01715","1    ","Tuberculosis","ERYTHEM NOD TB-HISTO DX"," "," ","017.15"
"344","01716","1    ","Tuberculosis","ERYTHEM NOD TB-OTH TEST"," "," ","017.16"
"345","01720","1    ","Tuberculosis","TB PERIPH LYMPH-UNSPEC"," "," ","017.20"
"346","01721","1    ","Tuberculosis","TB PERIPH LYMPH-NO EXAM"," "," ","017.21"
"347","01722","1    ","Tuberculosis","TB PERIPH LYMPH-EXAM UNK"," "," ","017.22"
"348","01723","1    ","Tuberculosis","TB PERIPH LYMPH-MICRO DX"," "," ","017.23"
"349","01724","1    ","Tuberculosis","TB PERIPH LYMPH-CULT DX"," "," ","017.24"
"350","01725","1    ","Tuberculosis","TB PERIPH LYMPH-HISTO DX"," "," ","017.25"
"351","01726","1    ","Tuberculosis","TB PERIPH LYMPH-OTH TEST"," "," ","017.26"
"352","01730","1    ","Tuberculosis","TB OF EYE-UNSPEC"," "," ","017.30"
"353","01731","1    ","Tuberculosis","TB OF EYE-NO EXAM"," "," ","017.31"
"354","01732","1    ","Tuberculosis","TB OF EYE-EXAM UNKN"," "," ","017.32"
"355","01733","1    ","Tuberculosis","TB OF EYE-MICRO DX"," "," ","017.33"
"356","01734","1    ","Tuberculosis","TB OF EYE-CULT DX"," "," ","017.34"
"357","01735","1    ","Tuberculosis","TB OF EYE-HISTO DX"," "," ","017.35"
"358","01736","1    ","Tuberculosis","TB OF EYE-OTH TEST"," "," ","017.36"
"359","01740","1    ","Tuberculosis","TB OF EAR-UNSPEC"," "," ","017.40"
"360","01741","1    ","Tuberculosis","TB OF EAR-NO EXAM"," "," ","017.41"
"361","01742","1    ","Tuberculosis","TB OF EAR-EXAM UNKN"," "," ","017.42"
"362","01743","1    ","Tuberculosis","TB OF EAR-MICRO DX"," "," ","017.43"
"363","01744","1    ","Tuberculosis","TB OF EAR-CULT DX"," "," ","017.44"
"364","01745","1    ","Tuberculosis","TB OF EAR-HISTO DX"," "," ","017.45"
"365","01746","1    ","Tuberculosis","TB OF EAR-OTH TEST"," "," ","017.46"
"366","01750","1    ","Tuberculosis","TB OF THYROID-UNSPEC"," "," ","017.50"
"367","01751","1    ","Tuberculosis","TB OF THYROID-NO EXAM"," "," ","017.51"
"368","01752","1    ","Tuberculosis","TB OF THYROID-EXAM UNKN"," "," ","017.52"
"369","01753","1    ","Tuberculosis","TB OF THYROID-MICRO DX"," "," ","017.53"
"370","01754","1    ","Tuberculosis","TB OF THYROID-CULT DX"," "," ","017.54"
"371","01755","1    ","Tuberculosis","TB OF THYROID-HISTO DX"," "," ","017.55"
"372","01756","1    ","Tuberculosis","TB OF THYROID-OTH TEST"," "," ","017.56"
"373","01760","1    ","Tuberculosis","TB OF ADRENAL-UNSPEC"," "," ","017.60"
"374","01761","1    ","Tuberculosis","TB OF ADRENAL-NO EXAM"," "," ","017.61"
"375","01762","1    ","Tuberculosis","TB OF ADRENAL-EXAM UNKN"," "," ","017.62"
"376","01763","1    ","Tuberculosis","TB OF ADRENAL-MICRO DX"," "," ","017.63"
"377","01764","1    ","Tuberculosis","TB OF ADRENAL-CULT DX"," "," ","017.64"
"378","01765","1    ","Tuberculosis","TB OF ADRENAL-HISTO DX"," "," ","017.65"
"379","01766","1    ","Tuberculosis","TB OF ADRENAL-OTH TEST"," "," ","017.66"
"380","01770","1    ","Tuberculosis","TB OF SPLEEN-UNSPEC"," "," ","017.70"
"381","01771","1    ","Tuberculosis","TB OF SPLEEN-NO EXAM"," "," ","017.71"
"382","01772","1    ","Tuberculosis","TB OF SPLEEN-EXAM UNKN"," "," ","017.72"
"383","01773","1    ","Tuberculosis","TB OF SPLEEN-MICRO DX"," "," ","017.73"
"384","01774","1    ","Tuberculosis","TB OF SPLEEN-CULT DX"," "," ","017.74"
"385","01775","1    ","Tuberculosis","TB OF SPLEEN-HISTO DX"," "," ","017.75"
"386","01776","1    ","Tuberculosis","TB OF SPLEEN-OTH TEST"," "," ","017.76"
"387","01780","1    ","Tuberculosis","TB ESOPHAGUS-UNSPEC"," "," ","017.80"
"388","01781","1    ","Tuberculosis","TB ESOPHAGUS-NO EXAM"," "," ","017.81"
"389","01782","1    ","Tuberculosis","TB ESOPHAGUS-EXAM UNKN"," "," ","017.82"
"390","01783","1    ","Tuberculosis","TB ESOPHAGUS-MICRO DX"," "," ","017.83"
"391","01784","1    ","Tuberculosis","TB ESOPHAGUS-CULT DX"," "," ","017.84"
"392","01785","1    ","Tuberculosis","TB ESOPHAGUS-HISTO DX"," "," ","017.85"
"393","01786","1    ","Tuberculosis","TB ESOPHAGUS-OTH TEST"," "," ","017.86"
"394","01790","1    ","Tuberculosis","TB OF ORGAN NEC-UNSPEC"," "," ","017.90"
"395","01791","1    ","Tuberculosis","TB OF ORGAN NEC-NO EXAM"," "," ","017.91"
"396","01792","1    ","Tuberculosis","TB ORGAN NEC-EXAM UNKN"," "," ","017.92"
"397","01793","1    ","Tuberculosis","TB OF ORGAN NEC-MICRO DX"," "," ","017.93"
"398","01794","1    ","Tuberculosis","TB OF ORGAN NEC-CULT DX"," "," ","017.94"
"399","01795","1    ","Tuberculosis","TB OF ORGAN NEC-HISTO DX"," "," ","017.95"
"400","01796","1    ","Tuberculosis","TB OF ORGAN NEC-OTH TEST"," "," ","017.96"
"401","01800","1    ","Tuberculosis","ACUTE MILIARY TB-UNSPEC"," "," ","018.00"
"402","01801","1    ","Tuberculosis","ACUTE MILIARY TB-NO EXAM"," "," ","018.01"
"403","01802","1    ","Tuberculosis","AC MILIARY TB-EXAM UNKN"," "," ","018.02"
"404","01803","1    ","Tuberculosis","AC MILIARY TB-MICRO DX"," "," ","018.03"
"405","01804","1    ","Tuberculosis","ACUTE MILIARY TB-CULT DX"," "," ","018.04"
"406","01805","1    ","Tuberculosis","AC MILIARY TB-HISTO DX"," "," ","018.05"
"407","01806","1    ","Tuberculosis","AC MILIARY TB-OTH TEST"," "," ","018.06"
"408","01880","1    ","Tuberculosis","MILIARY TB NEC-UNSPEC"," "," ","018.80"
"409","01881","1    ","Tuberculosis","MILIARY TB NEC-NO EXAM"," "," ","018.81"
"410","01882","1    ","Tuberculosis","MILIARY TB NEC-EXAM UNKN"," "," ","018.82"
"411","01883","1    ","Tuberculosis","MILIARY TB NEC-MICRO DX"," "," ","018.83"
"412","01884","1    ","Tuberculosis","MILIARY TB NEC-CULT DX"," "," ","018.84"
"413","01885","1    ","Tuberculosis","MILIARY TB NEC-HISTO DX"," "," ","018.85"
"414","01886","1    ","Tuberculosis","MILIARY TB NEC-OTH TEST"," "," ","018.86"
"415","01890","1    ","Tuberculosis","MILIARY TB NOS-UNSPEC"," "," ","018.90"
"416","01891","1    ","Tuberculosis","MILIARY TB NOS-NO EXAM"," "," ","018.91"
"417","01892","1    ","Tuberculosis","MILIARY TB NOS-EXAM UNKN"," "," ","018.92"
"418","01893","1    ","Tuberculosis","MILIARY TB NOS-MICRO DX"," "," ","018.93"
"419","01894","1    ","Tuberculosis","MILIARY TB NOS-CULT DX"," "," ","018.94"
"420","01895","1    ","Tuberculosis","MILIARY TB NOS-HISTO DX"," "," ","018.95"
"421","01896","1    ","Tuberculosis","MILIARY TB NOS-OTH TEST"," "," ","018.96"
"422","1370 ","1    ","Tuberculosis","LATE EFFECT TB- RESP/NOS"," "," ","137.0"
"423","1371 ","1    ","Tuberculosis","LATE EFFECT CNS TB"," "," ","137.1"
"424","1372 ","1    ","Tuberculosis","LATE EFFECT GU TB"," "," ","137.2"
"425","1373 ","1    ","Tuberculosis","LATE EFF BONE & JOINT TB"," "," ","137.3"
"426","1374 ","1    ","Tuberculosis","LATE EFFECT TB NEC"," "," ","137.4"
"427","V1201","1    ","Tuberculosis","HX TUBERCULOSIS (Begin 1994)"," "," ","V12.01"
"428","0031 ","2    ","Septicemia","SALMONELLA SEPTICEMIA"," "," ","003.1"
"429","0202 ","2    ","Septicemia","SEPTICEMIC PLAGUE"," "," ","020.2"
"430","0223 ","2    ","Septicemia","ANTHRAX SEPTICEMIA"," "," ","022.3"
"431","0362 ","2    ","Septicemia","MENINGOCOCCEMIA"," "," ","036.2"
"432","0380 ","2    ","Septicemia","STREPTOCOCCAL SEPTICEMIA"," "," ","038.0"
"433","0381 ","2    ","Septicemia","STAPHYLOCOCC SEPTICEMIA (End 1997)"," "," ","038.1"
"434","03810","2    ","Septicemia","STAPH SEPTICEMIA- UNSPEC (Begin 1997)"," "," ","038.10"
"435","03811","2    ","Septicemia","STAPH AUREUS SEPTICEMIA (Begin 1997)"," "," ","038.11"
"436","03812","2    ","Septicemia","MRSA SEPTICEMIA (Begin 2008)"," "," ","038.12"
"437","03819","2    ","Septicemia","OT STAPH SEPTICEMIA (Begin 1997)"," "," ","038.19"
"438","0382 ","2    ","Septicemia","PNEUMOCOCCAL SEPTICEMIA"," "," ","038.2"
"439","0383 ","2    ","Septicemia","ANAEROBIC SEPTICEMIA"," "," ","038.3"
"440","03840","2    ","Septicemia","GRAM-NEG SEPTICEMIA NOS"," "," ","038.40"
"441","03841","2    ","Septicemia","H. INFLUENAE SEPTICEMIA"," "," ","038.41"
"442","03842","2    ","Septicemia","E COLI SEPTICEMIA"," "," ","038.42"
"443","03843","2    ","Septicemia","PSEUDOMONAS SEPTICEMIA"," "," ","038.43"
"444","03844","2    ","Septicemia","SERRATIA SEPTICEMIA"," "," ","038.44"
"445","03849","2    ","Septicemia","GRAM-NEG SEPTICEMIA NEC"," "," ","038.49"
"446","0388 ","2    ","Septicemia","SEPTICEMIA NEC"," "," ","038.8"
"447","0389 ","2    ","Septicemia","SEPTICEMIA NOS"," "," ","038.9"
"448","0545 ","2    ","Septicemia","HERPETIC SEPTICEMIA"," "," ","054.5"
"449","449  ","2    ","Septicemia","SEPTIC ARTERIAL EMBOLISM (Begin 2007)"," "," ","449"
"450","77181","2    ","Septicemia (except in labor)","SEPTICEMIA [SEPSIS] OF NEWBORN (Begin 2002)"," "," ","771.81"
"451","7907 ","2    ","Septicemia","BACTEREMIA NOS"," "," ","790.7"
"452","99591","2    ","Septicemia","SYS INFLAM / INFECTI W/O ORGAN DYSFUNC (Begin 2002)"," "," ","995.91"
"453","99592","2    ","Septicemia","SYS INFLAM / INFECTI W ORGAN DYSFUNCTI (Begin 2002)"," "," ","995.92"
"454","0200 ","3    ","Oth bact inf","BUBONIC PLAGUE"," "," ","020.0"
"455","0208 ","3    ","Oth bact inf","OTHER TYPES OF PLAGUE"," "," ","020.8"
"456","0209 ","3    ","Oth bact inf","PLAGUE NOS"," "," ","020.9"
"457","0218 ","3    ","Oth bact inf","TULAREMIA NEC"," "," ","021.8"
"458","0219 ","3    ","Oth bact inf","TULAREMIA NOS"," "," ","021.9"
"459","0228 ","3    ","Oth bact inf","OTHER ANTHRAX MANIFEST"," "," ","022.8"
"460","0229 ","3    ","Oth bact inf","ANTHRAX NOS"," "," ","022.9"
"461","0230 ","3    ","Oth bact inf","BRUCELLA MELITENSIS"," "," ","023.0"
"462","0231 ","3    ","Oth bact inf","BRUCELLA ABORTUS"," "," ","023.1"
"463","0232 ","3    ","Oth bact inf","BRUCELLA SUIS"," "," ","023.2"
"464","0233 ","3    ","Oth bact inf","BRUCELLA CANIS"," "," ","023.3"
"465","0238 ","3    ","Oth bact inf","BRUCELLOSIS NEC"," "," ","023.8"
"466","0239 ","3    ","Oth bact inf","BRUCELLOSIS NOS"," "," ","023.9"
"467","024  ","3    ","Oth bact inf","GLANDERS"," "," ","024"
"468","025  ","3    ","Oth bact inf","MELIOIDOSIS"," "," ","025"
"469","0260 ","3    ","Oth bact inf","SPIRILLARY FEVER"," "," ","026.0"
"470","0269 ","3    ","Oth bact inf","RAT-BITE FEVER NOS"," "," ","026.9"
"471","0270 ","3    ","Oth bact inf","LISTERIOSIS"," "," ","027.0"
"472","0271 ","3    ","Oth bact inf","ERYSIPELOTHRIX INFECTION"," "," ","027.1"
"473","0272 ","3    ","Oth bact inf","PASTEURELLOSIS"," "," ","027.2"
"474","0278 ","3    ","Oth bact inf","ZOONOTIC BACT DIS NEC"," "," ","027.8"
"475","0279 ","3    ","Oth bact inf","ZOONOTIC BACT DIS NOS"," "," ","027.9"
"476","0300 ","3    ","Oth bact inf","LEPROMATOUS LEPROSY"," "," ","030.0"
"477","0301 ","3    ","Oth bact inf","TUBERCULOID LEPROSY"," "," ","030.1"
"478","0302 ","3    ","Oth bact inf","INDETERMINATE LEPROSY"," "," ","030.2"
"479","0303 ","3    ","Oth bact inf","BORDERLINE LEPROSY"," "," ","030.3"
"480","0308 ","3    ","Oth bact inf","LEPROSY NEC"," "," ","030.8"
"481","0309 ","3    ","Oth bact inf","LEPROSY NOS"," "," ","030.9"
"482","0312 ","3    ","Oth bact inf","DX DUE TO DISSEM MYCOBACT (Begin 1997)"," "," ","031.2"
"483","0318 ","3    ","Oth bact inf","MYCOBACTERIAL DIS NEC"," "," ","031.8"
"484","0319 ","3    ","Oth bact inf","MYCOBACTERIAL DIS NOS"," "," ","031.9"
"485","03289","3    ","Oth bact inf","DIPHTHERIA NEC"," "," ","032.89"
"486","0329 ","3    ","Oth bact inf","DIPHTHERIA NOS"," "," ","032.9"
"487","0330 ","3    ","Oth bact inf","BORDETELLA PERTUSSIS"," "," ","033.0"
"488","0331 ","3    ","Oth bact inf","BORDETELLA PARAPERTUSSIS"," "," ","033.1"
"489","0338 ","3    ","Oth bact inf","WHOOPING COUGH NEC"," "," ","033.8"
"490","0339 ","3    ","Oth bact inf","WHOOPING COUGH NOS"," "," ","033.9"
"491","0341 ","3    ","Oth bact inf","SCARLET FEVER"," "," ","034.1"
"492","0363 ","3    ","Oth bact inf","MENINGOCOCC ADRENAL SYND"," "," ","036.3"
"493","03681","3    ","Oth bact inf","MENINGOCOCC OPTIC NEURIT"," "," ","036.81"
"494","03689","3    ","Oth bact inf","MENINGOCOCCAL INFECT NEC"," "," ","036.89"
"495","0369 ","3    ","Oth bact inf","MENINGOCOCCAL INFECT NOS"," "," ","036.9"
"496","037  ","3    ","Oth bact inf","TETANUS"," "," ","037"
"497","0392 ","3    ","Oth bact inf","ABDOMINAL ACTINOMYCOSIS"," "," ","039.2"
"498","0393 ","3    ","Oth bact inf","CERVICOFAC ACTINOMYCOSIS"," "," ","039.3"
"499","0394 ","3    ","Oth bact inf","MADURA FOOT"," "," ","039.4"
"500","0398 ","3    ","Oth bact inf","ACTINOMYCOSIS NEC"," "," ","039.8"
"501","0399 ","3    ","Oth bact inf","ACTINOMYCOSIS NOS"," "," ","039.9"
"502","0400 ","3    ","Oth bact inf","GAS GANGRENE"," "," ","040.0"
"503","0401 ","3    ","Oth bact inf","RHINOSCLEROMA"," "," ","040.1"
"504","0402 ","3    ","Oth bact inf","WHIPPLE-S DISEASE"," "," ","040.2"
"505","0403 ","3    ","Oth bact inf","NECROBACILLOSIS"," "," ","040.3"
"506","04042","3    ","Oth bact inf","WOUND BOTULISM (Begin 2007)"," "," ","040.42"
"507","04081","3    ","Oth bact inf","TROPICAL PYOMYOSITIS"," "," ","040.81"
"508","04082","3    ","Oth bact inf","TOXIC SHOCK SYNDROME (Begin 2002)"," "," ","040.82"
"509","04089","3    ","Oth bact inf","BACTERIAL DISEASES NEC"," "," ","040.89"
"510","0410 ","3    ","Oth bact inf","STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992)"," "," ","041.0"
"511","04100","3    ","Oth bact inf","STREPTOCOCCUS UNSPEC (Begin 1992)"," "," ","041.00"
"512","04101","3    ","Oth bact inf","GROUP A STREPTOCOCCUS (Begin 1992)"," "," ","041.01"
"513","04102","3    ","Oth bact inf","GROUP B STREPTOCOCCUS (Begin 1992)"," "," ","041.02"
"514","04103","3    ","Oth bact inf","GROUP C STREPTOCOCCUS (Begin 1992)"," "," ","041.03"
"515","04104","3    ","Oth bact inf","GROUP D STREPTOCOCCUS (Begin 1992)"," "," ","041.04"
"516","04105","3    ","Oth bact inf","GROUP G STREPTOCOCCUS (Begin 1992)"," "," ","041.05"
"517","04109","3    ","Oth bact inf","OTHER STREPTOCOCCUS (Begin 1992)"," "," ","041.09"
"518","0411 ","3    ","Oth bact inf","STAPH INFECTION NOS (Begin 1980 End 1992)"," "," ","041.1"
"519","04110","3    ","Oth bact inf","STAPH UNSPEC (Begin 1992)"," "," ","041.10"
"520","04111","3    ","Oth bact inf","STAPH AUREUS (Begin 1992)"," "," ","041.11"
"521","04112","3    ","Oth bact inf","MRSA ELSEWHERE/NOS (Begin 2008)"," "," ","041.12"
"522","04119","3    ","Oth bact inf","OTHER STAPH (Begin 1992)"," "," ","041.19"
"523","0412 ","3    ","Oth bact inf","PNEUMOCOCCUS INFECT NOS"," "," ","041.2"
"524","0413 ","3    ","Oth bact inf","KLEBSIELLA INFECT NOS"," "," ","041.3"
"525","0414 ","3    ","Oth bact inf","E. COLI INFECT NOS (end 2011)"," "," ","041.4"
"526","04141","3    ","Oth bact inf","Shiga txn-produce E.coli (Begin 2011)"," "," ","041.41"
"527","04142","3    ","Oth bact inf","Shga txn prod E.coli NEC (Begin 2011)"," "," ","041.42"
"528","04143","3    ","Oth bact inf","Shga txn prod E.coli NOS (Begin 2011)"," "," ","041.43"
"529","04149","3    ","Oth bact inf","E.coli infection NEC/NOS (Begin 2011)"," "," ","041.49"
"530","0415 ","3    ","Oth bact inf","H. INFLUENZAE INFECT NOS"," "," ","041.5"
"531","0416 ","3    ","Oth bact inf","PROTEUS INFECTION NOS"," "," ","041.6"
"532","0417 ","3    ","Oth bact inf","PSEUDOMONAS INFECT NOS"," "," ","041.7"
"533","0418 ","3    ","Oth bact inf","BACTERIAL INFECTION NEC (Begin 1980 End 1992)"," "," ","041.8"
"534","04181","3    ","Oth bact inf","MYCOPLASMA (Begin 1992)"," "," ","041.81"
"535","04182","3    ","Oth bact inf","BACILLUS FRAGILIS (Begin 1992)"," "," ","041.82"
"536","04183","3    ","Oth bact inf","CLOSTRID PERFRINGENS (Begin 1992)"," "," ","041.83"
"537","04184","3    ","Oth bact inf","OTHER ANAEROBES (Begin 1992)"," "," ","041.84"
"538","04185","3    ","Oth bact inf","OTHER GRAM NEG ORGS (Begin 1992)"," "," ","041.85"
"539","04186","3    ","Oth bact inf","HELICOBACTER PYLORI INFECTION (Begin 1995)"," "," ","041.86"
"540","04189","3    ","Oth bact inf","OTHER SPEC BACTERIA (Begin 1992)"," "," ","041.89"
"541","0419 ","3    ","Oth bact inf","BACTERIAL INFECTION NOS"," "," ","041.9"
"542","390  ","3    ","Oth bact inf","RHEUM FEV W/O HRT INVOLV"," "," ","390"
"543","3929 ","3    ","Oth bact inf","RHEUMATIC CHOREA NOS"," "," ","392.9"
"544","7953 ","3    ","Oth bact inf","POSITIVE CULTURE FINDING (End 2002)"," "," ","795.3"
"545","79531","3    ","Oth bact inf","NONSPECIFIC POSITIVE FINDINGS/ANTHRAX (Begin 2002)"," "," ","795.31"
"546","79539","3    ","Oth bact inf","OTHER NONSPECIFIC POSITIVE CULTURE (Begin 2002)"," "," ","795.39"
"547","V090 ","3    ","Oth bact inf","INFEC-PENICILLIN-RESIST ORGS (Begin 1993)"," "," ","V09.0"
"548","V091 ","3    ","Oth bact inf","INFEC-CEPHALOSPORIN-RESIST ORGS (Begin 1993)"," "," ","V09.1"
"549","V092 ","3    ","Oth bact inf","INFEC-MACROLIDES-RESIST ORGS (Begin 1993)"," "," ","V09.2"
"550","V093 ","3    ","Oth bact inf","INFEC-TETRACYCLINE-RESIST ORGS (Begin 1993)"," "," ","V09.3"
"551","V094 ","3    ","Oth bact inf","INFEC-AMINOGLYCOSIDE-RESIST ORGS (Begin 1993)"," "," ","V09.4"
"552","V0950","3    ","Oth bact inf","INFEC-UNRESIST TO MULT QUINOLONES (Begin 1993)"," "," ","V09.50"
"553","V0951","3    ","Oth bact inf","INFEC-MULT QUINOLONES-RESIST ORGS (Begin 1993)"," "," ","V09.51"
"554","V096 ","3    ","Oth bact inf","INFEC-SULFONAMIDES-RESIST ORGS (Begin 1993)"," "," ","V09.6"
"555","V0970","3    ","Oth bact inf","INFEC-NOT MULTI-ANTIMYCOBACT-RESIS (Begin 1993)"," "," ","V09.70"
"556","V0971","3    ","Oth bact inf","INFEC-MULTI-ANTIMYCOBAC-RESIS ORGS (Begin 1993)"," "," ","V09.71"
"557","V0980","3    ","Oth bact inf","INFEC-OTH ORGS NOT MULTIDRUG-RESIS (Begin 1993)"," "," ","V09.80"
"558","V0981","3    ","Oth bact inf","INFEC-OTH MULTI-DRUG-RESIST ORGS (Begin 1993)"," "," ","V09.81"
"559","V0990","3    ","Oth bact inf","INFEC-UNSP ORGS NOT MULTDRUG-RESIS (Begin 1993)"," "," ","V09.90"
"560","V0991","3    ","Oth bact inf","INFEC-UNSPEC MULTIDRUG-RESIST ORGS (Begin 1993)"," "," ","V09.91"
"561","1100 ","4    ","Mycoses","DERMATOPHYT SCALP/BEARD"," "," ","110.0"
"562","1101 ","4    ","Mycoses","DERMATOPHYTOSIS OF NAIL"," "," ","110.1"
"563","1102 ","4    ","Mycoses","DERMATOPHYTOSIS OF HAND"," "," ","110.2"
"564","1103 ","4    ","Mycoses","DERMATOPHYTOSIS OF GROIN"," "," ","110.3"
